(1.5475694999999872e-06, 0.0038447948428537355)
(1.5475699999999871e-06, 0.00387631492267774)
(1.547570499999987e-06, 0.003907752493559097)
(1.547570999999987e-06, 0.003939103735143439)
(1.5475714999999868e-06, 0.0039703648292379375)
(1.5475719999999867e-06, 0.004001531960204953)
(1.5475724999999867e-06, 0.004032601315565464)
(1.5475729999999866e-06, 0.004063569086342125)
(1.5475734999999865e-06, 0.004094431467697798)
(1.5475739999999864e-06, 0.004125184659228778)
(1.5475744999999863e-06, 0.004155824865620746)
(1.5475749999999862e-06, 0.004186348297063484)
(1.547575499999986e-06, 0.004216751169701165)
(1.547575999999986e-06, 0.004247029706168063)
(1.547576499999986e-06, 0.004277180136056106)
(1.5475769999999858e-06, 0.00430719869641628)
(1.5475774999999857e-06, 0.00433708163219332)
(1.5475779999999856e-06, 0.004366825196760985)
(1.5475784999999856e-06, 0.004396425652390096)
(1.5475789999999855e-06, 0.004425879270733346)
(1.5475794999999854e-06, 0.004455182333326261)
(1.5475799999999853e-06, 0.004484331132022595)
(1.5475804999999852e-06, 0.004513321969527836)
(1.547580999999985e-06, 0.004542151159866731)
(1.547581499999985e-06, 0.004570815028866769)
(1.547581999999985e-06, 0.004599309914657347)
(1.5475824999999848e-06, 0.004627632168104687)
(1.5475829999999847e-06, 0.0046557781533420545)
(1.5475834999999846e-06, 0.00468374424825087)
(1.5475839999999845e-06, 0.00471152684487949)
(1.5475844999999844e-06, 0.004739122350032504)
(1.5475849999999844e-06, 0.004766527185641664)
(1.5475854999999843e-06, 0.004793737789321894)
(1.5475859999999842e-06, 0.004820750614773258)
(1.547586499999984e-06, 0.004847562132363993)
(1.547586999999984e-06, 0.00487416882950098)
(1.5475874999999839e-06, 0.004900567211165354)
(1.5475879999999838e-06, 0.004926753800386054)
(1.5475884999999837e-06, 0.004952725138669003)
(1.5475889999999836e-06, 0.0049784777865131274)
(1.5475894999999835e-06, 0.005004008323866294)
(1.5475899999999834e-06, 0.005029313350594695)
(1.5475904999999833e-06, 0.005054389486964962)
(1.5475909999999832e-06, 0.005079233374068866)
(1.5475914999999832e-06, 0.0051038416743309205)
(1.547591999999983e-06, 0.005128211071971674)
(1.547592499999983e-06, 0.00515233827341579)
(1.5475929999999829e-06, 0.005176220007847659)
(1.5475934999999828e-06, 0.0051998530275891245)
(1.5475939999999827e-06, 0.005223234108558372)
(1.5475944999999826e-06, 0.005246360050804076)
(1.5475949999999825e-06, 0.0052692276788677776)
(1.5475954999999824e-06, 0.0052918338422882835)
(1.5475959999999823e-06, 0.00531417541603893)
(1.5475964999999822e-06, 0.005336249300988118)
(1.5475969999999821e-06, 0.005358052424308657)
(1.547597499999982e-06, 0.005379581739959469)
(1.547597999999982e-06, 0.005400834229127084)
(1.5475984999999819e-06, 0.005421806900630068)
(1.5475989999999818e-06, 0.005442496791393002)
(1.5475994999999817e-06, 0.005462900966870106)
(1.5475999999999816e-06, 0.005483016521489767)
(1.5476004999999815e-06, 0.005502840579041002)
(1.5476009999999814e-06, 0.005522370293180281)
(1.5476014999999813e-06, 0.00554160284779069)
(1.5476019999999812e-06, 0.005560535457407428)
(1.5476024999999811e-06, 0.005579165367702637)
(1.547602999999981e-06, 0.005597489855839925)
(1.547603499999981e-06, 0.005615506230892217)
(1.5476039999999809e-06, 0.005633211834315646)
(1.5476044999999808e-06, 0.005650604040289533)
(1.5476049999999807e-06, 0.005667680256164706)
(1.5476054999999806e-06, 0.005684437922867818)
(1.5476059999999805e-06, 0.005700874515266401)
(1.5476064999999804e-06, 0.005716987542633283)
(1.5476069999999803e-06, 0.005732774548987081)
(1.5476074999999802e-06, 0.005748233113496025)
(1.5476079999999801e-06, 0.005763360850877625)
(1.54760849999998e-06, 0.005778155411818615)
(1.54760899999998e-06, 0.0057926144832757005)
(1.5476094999999798e-06, 0.005806735788947768)
(1.5476099999999797e-06, 0.0058205170895882005)
(1.5476104999999797e-06, 0.005833956183419222)
(1.5476109999999796e-06, 0.005847050906465133)
(1.5476114999999795e-06, 0.005859799132972082)
(1.5476119999999794e-06, 0.005872198775720892)
(1.5476124999999793e-06, 0.005884247786424018)
(1.5476129999999792e-06, 0.00589594415605537)
(1.547613499999979e-06, 0.005907285915224849)
(1.547613999999979e-06, 0.005918271134521682)
(1.547614499999979e-06, 0.005928897924866954)
(1.5476149999999788e-06, 0.005939164437838742)
(1.5476154999999787e-06, 0.005949068866035159)
(1.5476159999999786e-06, 0.005958609443381771)
(1.5476164999999786e-06, 0.00596778444550154)
(1.5476169999999785e-06, 0.00597659219000497)
(1.5476174999999784e-06, 0.00598503103684025)
(1.5476179999999783e-06, 0.005993099388593706)
(1.5476184999999782e-06, 0.006000795690820568)
(1.547618999999978e-06, 0.006008118432352117)
(1.547619499999978e-06, 0.006015066145607497)
(1.547619999999978e-06, 0.006021637406886003)
(1.5476204999999778e-06, 0.006027830836682398)
(1.5476209999999777e-06, 0.006033645099964852)
(1.5476214999999776e-06, 0.006039078906490007)
(1.5476219999999775e-06, 0.006044131011069709)
(1.5476224999999774e-06, 0.006048800213856033)
(1.5476229999999774e-06, 0.006053085360635729)
(1.5476234999999773e-06, 0.006056985343087722)
(1.5476239999999772e-06, 0.006060499099055072)
(1.547624499999977e-06, 0.006063625612822289)
(1.547624999999977e-06, 0.00606636391536195)
(1.547625499999977e-06, 0.006068713084600281)
(1.5476259999999768e-06, 0.0060706722456628035)
(1.5476264999999767e-06, 0.006072240571125995)
(1.5476269999999766e-06, 0.006073417281258698)
(1.5476274999999765e-06, 0.0060742016442578905)
(1.5476279999999764e-06, 0.006074592976484324)
(1.5476284999999763e-06, 0.0060745906426899025)
(1.5476289999999763e-06, 0.006074194056240943)
(1.5476294999999762e-06, 0.006073402679337459)
(1.547629999999976e-06, 0.006072216023226198)
(1.547630499999976e-06, 0.0060706336484113435)
(1.5476309999999759e-06, 0.006068655164857195)
(1.5476314999999758e-06, 0.006066280232187543)
(1.5476319999999757e-06, 0.006063508559878117)
(1.5476324999999756e-06, 0.0060603399074501164)
(1.5476329999999755e-06, 0.006056774084648045)
(1.5476334999999754e-06, 0.006052810951625584)
(1.5476339999999753e-06, 0.006048450419113906)
(1.5476344999999752e-06, 0.006043692448589133)
(1.5476349999999751e-06, 0.006038537052443473)
(1.547635499999975e-06, 0.006032984294135906)
(1.547635999999975e-06, 0.0060270342883473075)
(1.5476364999999749e-06, 0.006020687201124317)
(1.5476369999999748e-06, 0.006013943250028099)
(1.5476374999999747e-06, 0.0060068027042763095)
(1.5476379999999746e-06, 0.005999265884850864)
(1.5476384999999745e-06, 0.005991333164646588)
(1.5476389999999744e-06, 0.00598300496859394)
(1.5476394999999743e-06, 0.005974281773746322)
(1.5476399999999742e-06, 0.005965164109416279)
(1.5476404999999741e-06, 0.005955652557281596)
(1.547640999999974e-06, 0.005945747751446343)
(1.547641499999974e-06, 0.005935450378592418)
(1.5476419999999739e-06, 0.0059247611780064045)
(1.5476424999999738e-06, 0.005913680941705735)
(1.5476429999999737e-06, 0.005902210514485075)
(1.5476434999999736e-06, 0.005890350794010931)
(1.5476439999999735e-06, 0.005878102730867183)
(1.5476444999999734e-06, 0.0058654673286123215)
(1.5476449999999733e-06, 0.0058524456438530026)
(1.5476454999999732e-06, 0.005839038786270187)
(1.5476459999999731e-06, 0.005825247918658833)
(1.547646499999973e-06, 0.0058110742569858105)
(1.547646999999973e-06, 0.005796519070396352)
(1.5476474999999728e-06, 0.005781583681236039)
(1.5476479999999728e-06, 0.005766269465092768)
(1.5476484999999727e-06, 0.005750577850774501)
(1.5476489999999726e-06, 0.005734510320348482)
(1.5476494999999725e-06, 0.005718068409114521)
(1.5476499999999724e-06, 0.005701253705596875)
(1.5476504999999723e-06, 0.005684067851559135)
(1.5476509999999722e-06, 0.0056665125419474265)
(1.5476514999999721e-06, 0.0056485895249033516)
(1.547651999999972e-06, 0.0056303006017035095)
(1.547652499999972e-06, 0.0056116476267313265)
(1.5476529999999718e-06, 0.0055926325074222485)
(1.5476534999999717e-06, 0.005573257204234466)
(1.5476539999999716e-06, 0.0055535237305934645)
(1.5476544999999716e-06, 0.005533434152807692)
(1.5476549999999715e-06, 0.0055129905900101)
(1.5476554999999714e-06, 0.005492195214071194)
(1.5476559999999713e-06, 0.00547105024954016)
(1.5476564999999712e-06, 0.005449557973570077)
(1.547656999999971e-06, 0.005427720715739525)
(1.547657499999971e-06, 0.005405540858084285)
(1.547657999999971e-06, 0.005383020834856799)
(1.5476584999999708e-06, 0.005360163132510654)
(1.5476589999999707e-06, 0.005336970289518392)
(1.5476594999999706e-06, 0.005313444896296162)
(1.5476599999999705e-06, 0.005289589595019206)
(1.5476604999999704e-06, 0.00526540707953507)
(1.5476609999999704e-06, 0.005240900095178406)
(1.5476614999999703e-06, 0.00521607143861785)
(1.5476619999999702e-06, 0.005190923957738744)
(1.54766249999997e-06, 0.0051654605514367714)
(1.54766299999997e-06, 0.005139684169445339)
(1.54766349999997e-06, 0.005113597812185617)
(1.5476639999999698e-06, 0.005087204530597302)
(1.5476644999999697e-06, 0.005060507425844203)
(1.5476649999999696e-06, 0.005033509649278426)
(1.5476654999999695e-06, 0.005006214402072536)
(1.5476659999999694e-06, 0.004978624935112506)
(1.5476664999999693e-06, 0.0049507445487816095)
(1.5476669999999693e-06, 0.0049225765926271415)
(1.5476674999999692e-06, 0.004894124465300905)
(1.547667999999969e-06, 0.004865391614149256)
(1.547668499999969e-06, 0.004836381535078735)
(1.5476689999999689e-06, 0.004807097772290487)
(1.5476694999999688e-06, 0.004777543917990431)
(1.5476699999999687e-06, 0.004747723612124445)
(1.5476704999999686e-06, 0.004717640542157511)
(1.5476709999999685e-06, 0.004687298442729886)
(1.5476714999999684e-06, 0.004656701095440234)
(1.5476719999999683e-06, 0.004625852328504654)
(1.5476724999999682e-06, 0.004594756016458787)
(1.5476729999999681e-06, 0.004563416079905902)
(1.547673499999968e-06, 0.004531836485137099)
(1.547673999999968e-06, 0.004500021243884118)
(1.5476744999999679e-06, 0.004467974412925168)
(1.5476749999999678e-06, 0.004435700093825624)
(1.5476754999999677e-06, 0.0044032024325477)
(1.5476759999999676e-06, 0.004370485619106377)
(1.5476764999999675e-06, 0.0043375538872738794)
(1.5476769999999674e-06, 0.004304411514149999)
(1.5476774999999673e-06, 0.004271062819872173)
(1.5476779999999672e-06, 0.004237512167171757)
(1.5476784999999671e-06, 0.0042037639610718455)
(1.547678999999967e-06, 0.004169822648429568)
(1.547679499999967e-06, 0.004135692717621617)
(1.5476799999999669e-06, 0.004101378698091812)
(1.5476804999999668e-06, 0.00406688515994793)
(1.5476809999999667e-06, 0.0040322167136101735)
(1.5476814999999666e-06, 0.003997378009318735)
(1.5476819999999665e-06, 0.003962373736789033)
(1.5476824999999664e-06, 0.003927208624705419)
(1.5476829999999663e-06, 0.0038918874403643584)
(1.5476834999999662e-06, 0.0038564149891545593)
(1.5476839999999661e-06, 0.003820796114187951)
(1.547684499999966e-06, 0.003785035695786435)
(1.547684999999966e-06, 0.003749138651020858)
(1.5476854999999658e-06, 0.0037131099332840863)
(1.5476859999999658e-06, 0.0036769545318383707)
(1.5476864999999657e-06, 0.0036406774711946455)
(1.5476869999999656e-06, 0.003604283810828478)
(1.5476874999999655e-06, 0.0035677786445468527)
(1.5476879999999654e-06, 0.0035311671000303035)
(1.5476884999999653e-06, 0.00349445433828742)
(1.5476889999999652e-06, 0.0034576455532877577)
(1.5476894999999651e-06, 0.0034207459712402317)
(1.547689999999965e-06, 0.003383760850213813)
(1.547690499999965e-06, 0.0033466954795883207)
(1.5476909999999648e-06, 0.003309555179478311)
(1.5476914999999647e-06, 0.003272345300191963)
(1.5476919999999646e-06, 0.0032350712217256773)
(1.5476924999999646e-06, 0.003197738353211362)
(1.5476929999999645e-06, 0.0031603521323162295)
(1.5476934999999644e-06, 0.0031229180246780757)
(1.5476939999999643e-06, 0.003085441523397548)
(1.5476944999999642e-06, 0.0030479281483784064)
(1.547694999999964e-06, 0.0030103834458292847)
(1.547695499999964e-06, 0.0029728129875924354)
(1.547695999999964e-06, 0.002935222370634193)
(1.5476964999999638e-06, 0.002897617216362342)
(1.5476969999999637e-06, 0.0028600031701055055)
(1.5476974999999636e-06, 0.0028223859004193963)
(1.5476979999999635e-06, 0.0027847710985551785)
(1.5476984999999635e-06, 0.002747164477754883)
(1.5476989999999634e-06, 0.0027095717727089598)
(1.5476994999999633e-06, 0.0026719987388409408)
(1.5476999999999632e-06, 0.002634451151754418)
(1.547700499999963e-06, 0.002596934806507305)
(1.547700999999963e-06, 0.002559455517048284)
(1.547701499999963e-06, 0.0025220191155017227)
(1.5477019999999628e-06, 0.002484631451510481)
(1.5477024999999627e-06, 0.0024472983916152217)
(1.5477029999999626e-06, 0.002410025818587009)
(1.5477034999999625e-06, 0.002372819630692777)
(1.5477039999999624e-06, 0.0023356857411013805)
(1.5477044999999623e-06, 0.0022986300771395884)
(1.5477049999999623e-06, 0.002261658579585162)
(1.5477054999999622e-06, 0.002224777202120084)
(1.547705999999962e-06, 0.0021879919104287587)
(1.547706499999962e-06, 0.0021513086816421683)
(1.5477069999999619e-06, 0.00211473350361235)
(1.5477074999999618e-06, 0.002078272374142259)
(1.5477079999999617e-06, 0.0020419313003540275)
(1.5477084999999616e-06, 0.0020057162979103408)
(1.5477089999999615e-06, 0.0019696333902930914)
(1.5477094999999614e-06, 0.0019336886081181435)
(1.5477099999999613e-06, 0.0018978879884050926)
(1.5477104999999612e-06, 0.001862237573783775)
(1.5477109999999612e-06, 0.0018267434118364925)
(1.547711499999961e-06, 0.001791411554277252)
(1.547711999999961e-06, 0.001756248056285856)
(1.5477124999999609e-06, 0.001721258975680514)
(1.5477129999999608e-06, 0.001686450372244043)
(1.5477134999999607e-06, 0.0016518283068902243)
(1.5477139999999606e-06, 0.0016173988409823514)
(1.5477144999999605e-06, 0.0015831680354937746)
(1.5477149999999604e-06, 0.0015491419503190693)
(1.5477154999999603e-06, 0.001515326643429097)
(1.5477159999999602e-06, 0.0014817281701564927)
(1.5477164999999601e-06, 0.0014483525824204276)
(1.54771699999996e-06, 0.0014152059279116218)
(1.54771749999996e-06, 0.0013822942493126626)
(1.5477179999999599e-06, 0.001349623583552052)
(1.5477184999999598e-06, 0.0013171999610180037)
(1.5477189999999597e-06, 0.0012850294047338875)
(1.5477194999999596e-06, 0.0012531179295685502)
(1.5477199999999595e-06, 0.0012214715414793711)
(1.5477204999999594e-06, 0.0011900962367166557)
(1.5477209999999593e-06, 0.0011589980009739003)
(1.5477214999999592e-06, 0.0011281828086587104)
(1.5477219999999591e-06, 0.001097656622022422)
(1.547722499999959e-06, 0.0010674253904260171)
(1.547722999999959e-06, 0.0010374950494674733)
(1.5477234999999588e-06, 0.0010078715202430143)
(1.5477239999999588e-06, 0.0009785607084727129)
(1.5477244999999587e-06, 0.0009495685037413994)
(1.5477249999999586e-06, 0.0009209007786873848)
(1.5477254999999585e-06, 0.0008925633881427954)
(1.5477259999999584e-06, 0.0008645621683849342)
(1.5477264999999583e-06, 0.0008369029362746217)
(1.5477269999999582e-06, 0.0008095914884275799)
(1.5477274999999581e-06, 0.0007826336005055817)
(1.547727999999958e-06, 0.0007560350262334976)
(1.547728499999958e-06, 0.0007298014967486154)
(1.5477289999999578e-06, 0.000703938719678351)
(1.5477294999999577e-06, 0.0006784523783391548)
(1.5477299999999577e-06, 0.0006533481309478676)
(1.5477304999999576e-06, 0.000628631609803097)
(1.5477309999999575e-06, 0.0006043084204261555)
(1.5477314999999574e-06, 0.0005803841407987613)
(1.5477319999999573e-06, 0.0005568643204916361)
(1.5477324999999572e-06, 0.0005337544799009333)
(1.547732999999957e-06, 0.000511060109379547)
(1.547733499999957e-06, 0.0004887866684728093)
(1.547733999999957e-06, 0.0004669395850528518)
(1.5477344999999568e-06, 0.00044552425454226307)
(1.5477349999999567e-06, 0.00042454603909962684)
(1.5477354999999566e-06, 0.00040401026677208045)
(1.5477359999999565e-06, 0.00038392223073112954)
(1.5477364999999565e-06, 0.00036428718841714547)
(1.5477369999999564e-06, 0.0003451103607653325)
(1.5477374999999563e-06, 0.00032639693139779)
(1.5477379999999562e-06, 0.0003081520457870026)
(1.547738499999956e-06, 0.0002903808104943692)
(1.547738999999956e-06, 0.00027308829232821)
(1.547739499999956e-06, 0.0002562795175841166)
(1.5477399999999558e-06, 0.00023995947120930333)
(1.5477404999999557e-06, 0.00022413309604531686)
(1.5477409999999556e-06, 0.00020880529199919558)
(1.5477414999999555e-06, 0.00019398091528084627)
(1.5477419999999554e-06, 0.00017966477761444848)
(1.5477424999999553e-06, 0.00016586164542996504)
(1.5477429999999553e-06, 0.0001525762391063298)
(1.5477434999999552e-06, 0.0001398132321915745)
(1.547743999999955e-06, 0.00012757725061275798)
(1.547744499999955e-06, 0.00011587287189902312)
(1.5477449999999549e-06, 0.00010470462445864012)
(1.5477454999999548e-06, 9.407698674290352e-05)
(1.5477459999999547e-06, 8.399438655405729e-05)
(1.5477464999999546e-06, 7.446120024397034e-05)
(1.5477469999999545e-06, 6.548175196357152e-05)
(1.5477474999999544e-06, 5.706031294815273e-05)
(1.5477479999999543e-06, 4.920110071764827e-05)
(1.5477484999999542e-06, 4.1908278387955604e-05)
(1.5477489999999542e-06, 3.5185953901206874e-05)
(1.547749499999954e-06, 2.9038179300034488e-05)
(1.547749999999954e-06, 2.3468950007621482e-05)
(1.5477504999999539e-06, 1.848220410078105e-05)
(1.5477509999999538e-06, 1.4081821594500313e-05)
(1.5477514999999537e-06, 1.0271623723649838e-05)
(1.5477519999999536e-06, 7.055372237094488e-06)
(1.5477524999999535e-06, 4.436768699697498e-06)
(1.5477529999999534e-06, 2.4194537938428057e-06)
(1.5477534999999533e-06, 1.007006624594519e-06)
(1.5477539999999532e-06, 2.0294403830133674e-07)
(1.5477544999999531e-06, 1.071994106846082e-08)
(1.547754999999953e-06, 4.337246243378706e-07)
(1.547755499999953e-06, 1.475284098172585e-06)
(1.5477559999999529e-06, 3.1386594277904905e-06)
(1.5477564999999528e-06, 5.42704607924804e-06)
(1.5477569999999527e-06, 8.343573273898732e-06)
(1.5477574999999526e-06, 1.189130333641972e-05)
(1.5477579999999525e-06, 1.607323106686692e-05)
(1.5477584999999524e-06, 2.0892283112144794e-05)
(1.5477589999999523e-06, 2.6351317339012482e-05)
(1.5477594999999522e-06, 3.2453122220531875e-05)
(1.5477599999999521e-06, 3.920041622387324e-05)
(1.547760499999952e-06, 4.659584721605423e-05)
(1.547760999999952e-06, 5.4641991876718306e-05)
(1.5477614999999519e-06, 6.334135508526131e-05)
(1.5477619999999518e-06, 7.269636936724267e-05)
(1.5477624999999517e-06, 8.270939432115771e-05)
(1.5477629999999516e-06, 9.338271604475347e-05)
(1.5477634999999515e-06, 0.00010471854658424731)
(1.5477639999999514e-06, 0.00011671902338005933)
(1.5477644999999513e-06, 0.00012938620874009647)
(1.5477649999999512e-06, 0.00014272208931816164)
(1.5477654999999511e-06, 0.00015672857554685417)
(1.547765999999951e-06, 0.00017140750116599571)
(1.547766499999951e-06, 0.0001867606227204615)
(1.5477669999999508e-06, 0.00020278961900283)
(1.5477674999999507e-06, 0.0002194960906600127)
(1.5477679999999507e-06, 0.00023688155961615662)
(1.5477684999999506e-06, 0.00025494746867451917)
(1.5477689999999505e-06, 0.00027369518100818887)
(1.5477694999999504e-06, 0.00029312597975878645)
(1.5477699999999503e-06, 0.0003132410675074854)
(1.5477704999999502e-06, 0.00033404156596107904)
(1.54777099999995e-06, 0.00035552851540478203)
(1.54777149999995e-06, 0.0003777028743779392)
(1.54777199999995e-06, 0.0004005655192093999)
(1.5477724999999498e-06, 0.00042411724367101664)
(1.5477729999999497e-06, 0.0004483587585541188)
(1.5477734999999496e-06, 0.0004732906912912432)
(1.5477739999999495e-06, 0.0004989135856311631)
(1.5477744999999495e-06, 0.0005252279012417299)
(1.5477749999999494e-06, 0.0005522340133615429)
(1.5477754999999493e-06, 0.0005799322125087835)
(1.5477759999999492e-06, 0.0006083227040950187)
(1.547776499999949e-06, 0.0006374056081877694)
(1.547776999999949e-06, 0.0006671809590935002)
(1.547777499999949e-06, 0.0006976487051582307)
(1.5477779999999488e-06, 0.0007288087084872123)
(1.5477784999999487e-06, 0.0007606607445494526)
(1.5477789999999486e-06, 0.0007932045021069583)
(1.5477794999999485e-06, 0.0008264395827680831)
(1.5477799999999484e-06, 0.0008603655008894719)
(1.5477804999999484e-06, 0.0008949816832733019)
(1.5477809999999483e-06, 0.0009302874689458703)
(1.5477814999999482e-06, 0.0009662821090078586)
(1.547781999999948e-06, 0.0010029647663787659)
(1.547782499999948e-06, 0.0010403345156085404)
(1.5477829999999479e-06, 0.0010783903427647257)
(1.5477834999999478e-06, 0.001117131145206874)
(1.5477839999999477e-06, 0.001156555731431863)
(1.5477844999999476e-06, 0.0011966628209982477)
(1.5477849999999475e-06, 0.0012374510443311706)
(1.5477854999999474e-06, 0.0012789189426018082)
(1.5477859999999473e-06, 0.0013210649676893649)
